% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
1.63,0.33,0.16,3.43,0.98,0.16,0.49,0.49,0.65,2.94,0.0,0.0,0.16,0.98,0.65,0.16,0.16,3.1,0.33,0.16,0.65,0.49,0.16,0.49,0.65,1.14,1.63,0.33,0.33,0.49,0.65,0.0,0.82,0.33,0.49,1.63,0.16,0.49,0.16,0.82,2.45,0.0,0.98,0.65,0.49,0.33,0.0,6.37,0.49,1.31,female
1.35,0.3,0.6,1.05,1.2,0.0,0.3,0.3,0.6,3.14,0.45,0.3,0.6,0.45,0.6,0.6,0.3,2.99,0.3,1.64,0.3,0.3,0.3,0.45,0.15,0.15,1.49,0.15,1.05,0.9,0.45,0.6,0.45,0.45,0.6,2.09,0.6,0.15,0.0,1.49,3.89,0.45,0.0,0.15,1.49,0.15,0.6,5.23,0.15,0.9,female
1.5,0.19,0.19,1.13,0.19,0.75,1.32,0.19,0.94,3.38,0.0,0.0,0.38,0.56,0.0,0.75,0.38,2.26,0.19,0.19,0.56,0.0,0.38,1.13,0.75,0.38,1.69,0.56,0.75,0.19,0.19,0.0,0.56,0.19,0.38,2.82,0.94,0.0,0.19,0.75,1.88,0.0,0.38,0.75,1.5,0.0,1.13,4.14,0.38,0.56,female
2.43,0.32,0.42,0.74,1.16,0.21,0.63,0.63,0.74,1.37,0.32,0.84,0.32,1.8,0.21,0.11,0.53,1.8,0.21,1.16,0.63,0.95,0.32,0.63,1.06,0.63,1.58,0.21,0.11,0.0,0.0,0.32,0.95,0.42,0.63,3.8,0.74,0.53,0.32,1.27,2.11,0.32,0.21,0.63,1.58,0.53,0.11,3.59,0.0,0.21,male
2.65,0.0,0.22,1.1,1.55,0.22,0.66,0.22,0.44,2.21,0.44,1.1,1.32,1.1,0.66,0.66,0.0,2.65,0.66,0.66,0.22,0.66,0.0,0.0,0.66,2.21,0.66,0.22,0.88,0.0,0.0,0.44,0.44,0.44,0.88,2.65,0.88,0.66,0.66,2.65,2.87,0.44,0.0,1.1,1.1,0.0,0.44,3.53,0.44,0.22,male
3.02,0.16,0.08,1.47,0.7,0.62,1.32,0.47,0.47,1.71,0.16,0.16,0.47,0.93,0.16,0.23,0.31,2.87,0.08,0.0,0.47,1.24,0.47,1.01,0.0,0.47,1.94,0.16,0.78,0.31,1.01,0.47,0.78,0.54,1.63,1.94,0.54,0.31,0.16,0.93,2.17,0.23,0.54,0.39,1.01,0.31,0.16,5.04,0.08,0.23,male
1.9,0.66,0.08,1.4,0.99,0.17,0.74,0.25,0.41,2.31,0.58,0.5,0.25,0.99,0.0,0.41,0.17,1.98,0.08,0.74,0.5,0.91,0.08,0.58,0.41,0.17,1.82,0.5,0.5,0.17,0.66,0.41,0.58,0.08,0.74,2.56,0.66,0.58,0.33,0.66,1.74,0.25,0.25,0.25,1.9,0.17,0.41,4.05,0.25,0.08,female
2.83,0.17,0.5,1.17,1.33,0.33,1.17,0.5,0.67,2.83,0.0,0.5,0.0,1.17,0.83,0.17,0.33,3.17,0.17,1.67,0.17,0.0,0.33,0.83,0.17,0.0,0.83,0.17,0.5,0.0,0.67,0.0,1.0,0.17,0.0,1.83,1.33,0.0,0.0,0.0,1.67,1.17,0.83,0.83,0.5,0.0,1.17,5.83,0.0,1.33,female
4.5,0.0,0.13,0.53,0.13,0.26,0.93,0.66,0.4,2.65,0.26,0.13,0.4,0.4,0.13,0.26,1.06,1.85,0.13,0.0,0.53,1.06,0.66,0.53,0.0,0.79,1.59,0.66,0.26,0.13,0.26,0.0,0.4,0.66,0.66,3.7,0.93,0.13,0.0,0.0,2.12,0.4,0.13,0.4,1.46,0.0,0.0,3.84,0.0,0.13,male
2.04,0.19,0.74,2.41,0.93,1.11,0.74,0.93,0.37,3.15,0.19,0.74,0.74,0.56,1.11,0.19,0.0,3.34,0.0,0.0,1.11,1.11,0.0,1.67,0.19,0.74,3.15,0.0,0.56,0.19,0.93,0.19,0.37,0.37,2.41,1.67,0.93,0.0,0.0,0.56,1.67,0.0,0.0,0.19,0.93,0.0,0.19,6.12,0.37,0.0,male
2.08,0.6,0.3,1.19,1.19,0.0,0.89,0.3,0.6,1.49,0.3,0.0,0.6,1.19,0.3,0.0,0.3,0.89,0.3,0.3,0.0,0.6,0.89,0.0,0.0,1.19,1.19,0.3,0.6,0.6,0.89,0.3,0.3,0.6,0.6,1.79,0.89,0.3,0.3,1.19,4.76,0.3,0.6,0.3,2.68,0.0,0.0,6.25,0.0,1.19,male
2.13,0.43,0.28,0.14,0.14,0.14,0.99,0.28,0.28,2.41,0.14,0.0,0.43,0.43,0.28,0.28,0.0,0.99,0.14,0.0,0.14,0.99,0.43,0.0,0.43,0.43,1.28,0.28,0.28,0.57,0.14,0.0,0.28,0.0,0.57,3.27,1.14,0.0,0.14,2.7,1.28,0.28,0.14,0.57,1.14,0.0,0.57,4.97,1.85,0.0,male
1.72,0.22,0.29,0.93,3.3,0.29,0.86,0.72,0.65,0.65,0.29,0.07,0.57,1.01,0.57,0.36,0.29,2.16,0.22,1.08,0.29,0.43,0.43,0.5,0.43,0.57,1.58,0.22,0.72,0.29,0.36,0.36,0.93,0.14,0.29,2.95,1.36,0.65,0.72,4.38,2.08,0.5,0.29,0.29,3.38,0.65,0.79,3.59,1.44,0.43,male
2.73,0.12,0.12,1.49,0.87,0.87,0.99,0.25,0.5,1.49,0.0,0.25,0.25,0.99,0.5,0.25,0.75,2.86,0.25,0.0,0.87,1.61,0.12,0.62,0.0,0.12,2.11,0.0,0.37,0.12,0.25,0.25,0.5,0.75,0.0,1.74,1.12,0.12,0.12,0.0,2.98,0.0,0.62,0.37,1.99,0.25,0.0,5.59,0.0,0.25,male
2.19,0.64,0.14,1.13,1.2,0.21,0.21,0.28,0.56,2.05,0.64,0.64,0.07,0.92,0.42,0.07,0.14,2.05,0.07,0.64,0.07,0.35,0.14,0.21,0.42,0.85,1.76,0.56,0.56,0.49,0.64,0.28,0.78,0.21,0.78,2.26,0.64,0.35,0.21,0.85,1.83,0.78,0.42,0.49,1.27,0.56,0.78,4.16,0.14,0.64,female
2.42,0.13,0.0,0.67,0.81,0.13,0.81,0.27,0.67,3.09,0.13,0.27,0.13,1.21,0.0,0.4,0.4,2.69,0.13,0.0,0.54,1.75,0.27,1.08,0.0,1.88,2.96,0.4,0.13,0.0,0.67,0.0,1.34,0.54,2.42,1.61,0.67,0.27,0.13,0.13,2.28,0.13,0.4,0.13,1.48,0.4,0.0,6.05,0.0,0.13,male
1.7,0.57,0.57,1.33,0.0,0.0,0.38,0.57,0.76,0.95,0.57,1.52,0.19,2.08,0.76,0.38,0.57,4.92,0.19,1.52,0.0,0.57,0.19,0.95,1.14,0.0,0.57,0.0,0.57,0.0,0.38,0.19,0.57,0.38,0.19,2.84,0.38,0.0,0.0,0.95,2.65,0.38,0.57,0.57,0.57,0.19,0.19,3.98,0.38,0.57,female
2.73,0.0,0.0,1.26,0.74,0.63,0.63,1.16,0.21,1.68,0.0,0.21,0.0,1.16,0.32,0.11,0.21,2.1,0.53,0.0,0.63,0.42,0.42,0.32,0.0,0.32,0.84,0.53,0.42,0.21,1.05,0.11,1.26,1.05,0.11,2.21,1.47,0.21,0.0,0.0,2.31,0.11,0.21,1.05,2.63,0.32,0.0,3.68,0.0,0.84,male
3.3,0.13,0.51,2.54,1.14,0.76,0.25,0.38,0.25,1.4,0.13,0.13,0.51,0.51,0.76,0.0,0.13,2.8,0.38,0.38,0.38,0.13,0.38,1.27,0.0,0.0,0.76,0.38,0.89,0.0,1.02,0.38,1.14,0.51,0.0,3.43,0.38,0.0,0.51,0.0,4.07,0.13,1.27,0.64,0.13,0.25,0.0,7.88,0.0,1.02,female
2.84,0.61,0.61,0.41,1.83,0.81,0.41,0.2,0.81,1.42,0.41,0.2,0.41,0.81,1.01,0.0,0.0,4.06,0.2,1.42,0.0,0.2,0.2,0.81,0.41,0.0,0.81,0.0,0.61,0.0,0.41,0.41,1.42,0.2,0.0,4.87,0.41,0.41,0.0,0.0,1.42,0.2,0.61,0.2,1.22,0.2,0.41,3.45,0.0,0.81,female
2.13,0.13,0.25,1.0,0.75,0.0,1.13,0.5,0.63,2.38,0.38,0.0,1.13,0.88,0.75,0.13,0.5,2.25,0.0,0.38,0.5,0.38,0.13,0.38,1.63,0.0,1.63,0.38,0.5,0.25,0.75,0.25,0.5,0.38,0.13,3.13,0.38,0.13,0.13,0.0,3.38,0.38,0.38,0.0,1.38,0.13,0.25,6.5,0.0,1.5,female
3.31,0.1,0.0,1.04,1.14,0.1,0.83,0.31,0.21,1.76,0.21,0.21,0.31,0.72,0.1,0.21,0.1,2.48,0.31,0.41,0.1,1.04,0.21,0.41,0.52,0.41,1.35,1.35,0.31,0.31,0.62,0.21,0.72,0.52,0.52,2.59,0.83,0.1,0.41,0.31,1.35,0.1,0.52,0.72,1.35,0.21,0.52,4.97,0.0,0.52,female
3.6,0.4,0.23,0.2,2.1,0.1,0.4,0.87,0.4,2.23,0.9,0.43,0.27,0.8,0.87,0.4,0.27,2.67,0.03,0.97,0.1,2.0,0.23,0.3,0.5,0.2,0.47,0.13,0.9,0.33,0.13,0.53,0.73,0.0,0.57,2.64,0.93,0.1,0.5,6.1,1.27,0.53,0.07,0.33,1.23,0.67,0.67,3.3,1.2,0.2,male
0.42,0.0,1.27,0.85,0.0,0.42,0.85,0.42,0.0,3.39,1.27,0.42,0.85,0.42,0.0,0.0,0.0,2.54,1.27,0.42,0.42,1.27,0.0,0.42,0.0,0.85,0.85,0.42,0.42,0.42,0.0,0.42,0.42,0.42,1.27,0.85,0.0,0.0,0.85,1.69,5.93,0.0,0.0,0.42,1.27,0.0,1.27,5.51,0.0,0.42,female
1.91,0.0,0.29,1.03,0.59,0.59,0.59,0.59,0.29,1.91,0.0,0.44,0.74,1.47,0.15,0.29,0.0,2.06,0.15,0.59,0.15,0.15,0.15,0.29,1.62,0.59,0.29,0.59,0.59,0.29,0.59,0.0,1.18,0.29,1.33,6.48,0.15,0.44,0.44,1.91,2.06,0.44,0.59,0.44,1.03,0.0,1.33,2.5,0.29,0.0,male
2.86,0.52,0.09,0.78,2.34,0.26,0.17,0.43,0.69,1.65,0.26,0.52,0.43,0.95,0.09,0.52,0.35,2.43,0.26,1.65,0.17,0.69,0.52,0.95,0.43,0.09,1.04,0.17,0.52,0.09,0.52,0.17,0.52,0.35,0.09,2.52,0.87,0.09,0.35,2.78,2.08,0.43,0.43,0.26,1.3,0.26,1.13,3.04,0.61,0.43,male
3.13,0.0,0.45,0.22,2.24,0.3,0.52,0.3,0.89,1.57,0.22,0.45,0.3,0.75,0.67,0.67,0.6,2.76,0.15,1.64,0.0,1.27,0.89,0.45,0.97,0.0,1.86,0.67,0.37,0.22,0.3,0.07,1.12,0.0,0.0,3.13,1.12,0.6,0.3,3.21,2.09,0.6,0.3,0.07,1.34,0.97,0.3,4.18,1.12,0.67,male
1.97,0.66,0.0,1.57,1.05,0.13,0.52,0.0,1.31,1.71,0.0,0.13,0.66,0.66,0.39,0.0,0.39,2.62,0.13,0.13,0.13,0.52,0.0,0.66,0.26,0.0,1.84,1.05,0.39,0.79,1.05,0.66,0.66,0.26,0.0,2.23,0.26,0.26,0.26,1.84,3.67,0.0,1.18,0.79,0.26,0.0,0.0,4.07,0.26,0.92,female
2.3,0.92,0.0,1.69,0.61,0.31,0.61,0.61,0.15,1.99,0.77,0.46,0.31,1.07,0.15,0.77,0.31,2.3,0.0,0.15,0.15,1.69,0.46,0.61,0.61,0.31,1.84,1.23,0.77,0.0,0.92,0.92,0.31,0.15,0.61,2.61,0.92,0.77,0.46,0.92,2.3,0.15,0.31,0.77,1.38,0.15,0.31,5.37,0.31,0.46,female
1.54,0.43,0.6,1.2,1.11,0.68,0.68,0.6,0.34,1.03,0.77,0.43,0.34,1.54,0.26,0.34,0.68,4.02,0.17,0.6,0.86,0.51,0.17,0.77,0.43,0.0,1.97,0.77,0.77,0.77,1.45,0.0,0.6,0.34,0.43,2.48,0.86,0.17,0.0,0.09,2.14,0.51,0.43,0.26,0.86,0.26,0.68,5.73,0.09,0.6,female
3.57,0.41,0.14,0.55,0.55,0.41,0.14,0.27,0.55,1.1,0.14,0.0,0.41,0.41,0.0,0.41,0.41,3.3,0.82,0.14,0.14,1.37,0.27,0.82,0.27,0.27,0.69,0.41,0.27,0.14,0.69,0.14,1.37,0.41,0.0,1.24,0.27,0.14,0.14,0.41,2.06,0.0,0.41,0.69,0.14,0.41,0.14,5.91,0.0,0.55,female
2.77,0.37,0.3,0.75,3.51,0.22,0.75,0.67,0.6,1.72,0.45,0.45,0.45,0.67,0.3,1.05,0.45,1.79,0.0,2.24,0.07,1.35,0.37,0.22,1.87,0.0,2.17,0.07,0.52,0.22,0.22,0.45,1.27,0.0,0.0,4.19,0.52,0.75,0.6,2.62,1.27,0.37,0.22,0.15,2.69,0.97,0.45,3.59,0.37,0.3,male
2.69,0.32,0.32,1.51,1.19,0.48,0.95,0.95,0.79,1.19,0.0,0.32,0.16,0.79,0.48,0.08,0.24,3.17,0.63,0.63,0.32,1.58,0.08,0.63,0.0,0.4,1.03,0.32,0.4,0.08,0.55,0.16,0.63,0.55,0.55,2.06,1.19,0.32,0.24,0.55,2.54,0.08,0.48,0.55,0.32,0.48,0.0,6.26,0.48,0.24,female
4.75,0.0,0.23,1.58,0.68,0.23,0.68,0.23,0.45,1.81,0.23,0.0,0.23,1.81,0.68,0.23,0.23,3.85,0.0,0.0,0.9,0.9,0.45,0.68,0.0,0.0,1.13,0.45,0.23,0.0,0.23,0.23,0.68,0.23,0.0,3.17,0.68,0.0,0.0,0.68,3.85,0.0,0.0,1.36,0.68,0.0,0.0,5.43,0.0,0.23,male
1.83,0.35,0.17,0.52,0.52,0.26,0.26,0.44,0.52,1.39,0.52,0.52,0.7,1.66,0.09,0.26,0.26,2.09,0.26,0.44,0.35,0.7,0.17,0.17,0.35,0.52,1.57,0.78,0.26,0.78,0.44,0.0,1.05,0.52,0.52,1.66,0.87,0.35,0.35,0.35,1.48,0.44,0.0,0.7,1.05,0.26,0.61,4.53,0.09,0.35,female
2.23,0.28,0.14,0.97,1.11,0.28,1.53,0.0,0.56,1.67,0.28,0.14,0.7,1.11,0.14,0.42,0.42,2.23,0.84,0.56,0.0,0.7,0.0,0.84,0.14,0.56,1.81,0.28,0.42,0.56,0.28,0.56,0.56,0.97,0.7,1.53,0.84,0.0,0.28,0.84,4.6,0.28,0.14,0.56,2.09,0.42,0.14,7.24,0.28,0.42,male
1.26,0.38,0.0,0.13,0.38,0.13,0.76,0.88,0.0,2.14,0.38,0.0,0.63,1.26,0.0,0.38,0.0,3.4,0.5,0.38,0.0,1.76,0.13,0.13,0.13,1.39,1.39,0.25,0.63,0.25,0.25,0.0,0.13,0.63,2.02,3.4,1.39,0.0,0.0,1.64,1.51,0.0,0.0,0.13,0.5,1.13,0.25,6.05,2.52,0.0,male
2.78,0.43,0.0,1.04,1.83,0.52,0.43,0.43,0.43,1.48,0.35,0.52,0.35,0.61,0.43,0.26,0.26,3.04,0.0,1.48,0.17,0.43,0.26,0.43,1.57,0.17,1.74,0.0,0.78,0.87,0.43,0.17,0.78,0.0,0.09,3.39,0.61,0.26,0.17,0.35,2.7,0.26,0.26,0.0,1.13,0.35,0.7,4.78,0.0,0.7,female
1.84,0.31,1.02,1.33,1.74,0.51,0.51,0.61,0.82,2.25,0.41,0.0,0.51,0.51,0.1,1.12,0.0,3.78,0.41,2.56,0.31,0.1,0.31,0.41,0.72,0.0,1.02,0.1,0.72,0.51,0.2,0.2,0.51,0.1,0.0,2.15,1.33,0.2,0.2,0.51,1.94,0.92,0.92,0.61,0.41,0.41,0.31,6.75,0.0,0.51,female
3.85,0.84,0.17,3.01,0.84,0.33,0.84,0.17,1.0,1.67,0.17,0.17,0.17,0.84,0.33,0.17,0.0,2.84,1.51,0.84,0.33,0.33,0.5,1.67,0.84,0.0,1.67,0.17,0.5,0.33,1.84,0.17,0.84,0.5,0.17,1.67,0.0,0.5,0.0,1.0,1.67,0.33,0.84,0.5,0.0,0.17,0.0,4.35,0.17,0.67,female
2.34,0.0,0.0,1.56,0.26,0.26,1.3,0.0,0.0,3.12,0.0,0.0,0.0,1.3,0.0,0.0,0.26,2.6,0.52,0.26,0.0,0.78,0.78,1.04,0.0,0.26,1.04,0.26,0.26,0.0,0.52,0.52,0.78,0.26,0.0,3.9,0.78,0.26,0.0,0.26,1.82,0.0,0.0,0.26,1.3,0.0,0.0,6.75,0.0,0.52,male
2.62,0.87,0.62,0.75,1.37,0.37,0.5,0.5,0.75,1.37,0.12,0.25,0.12,1.75,0.87,0.5,0.0,2.87,0.0,1.25,0.25,0.5,0.62,1.0,0.25,0.12,1.75,0.0,1.12,1.0,0.75,0.37,1.5,0.12,0.0,2.62,0.62,0.37,0.37,1.5,1.62,0.25,0.25,0.25,1.37,0.5,0.37,3.62,0.75,0.87,female
2.13,0.18,0.0,0.71,0.0,0.36,0.53,0.36,0.18,2.31,0.18,0.0,0.36,1.6,0.0,0.18,0.0,1.78,0.0,0.0,0.36,0.36,0.18,0.89,0.71,0.18,0.71,0.53,0.18,0.18,0.36,0.53,0.71,0.0,0.18,1.95,1.42,0.18,0.0,1.07,3.73,0.18,0.71,0.36,1.42,0.18,0.53,6.93,0.18,0.18,male
1.96,0.81,0.35,0.81,1.15,0.58,0.35,0.46,0.23,0.81,0.0,0.12,0.46,1.38,0.35,0.23,0.0,3.8,0.35,0.81,0.46,0.58,0.12,0.69,0.69,0.0,1.27,0.12,0.23,0.0,0.81,0.23,1.61,0.81,0.0,1.38,0.69,0.23,0.0,1.04,2.76,0.12,0.23,0.46,0.92,0.12,0.23,7.02,0.12,0.46,female
2.45,0.0,0.27,0.27,0.82,0.27,0.54,0.0,1.09,1.63,0.27,0.0,1.09,0.82,0.54,0.0,0.27,3.0,0.27,1.36,0.27,0.27,0.27,0.82,0.0,0.0,1.36,0.0,0.54,0.54,0.82,0.27,0.0,0.27,0.0,2.18,0.27,0.27,0.0,0.27,2.45,0.0,0.27,1.09,0.27,0.54,0.0,7.08,0.0,1.91,female
2.25,0.2,0.2,0.78,1.17,0.29,0.59,0.29,0.68,0.98,0.0,0.1,0.78,0.98,0.2,0.39,0.59,4.0,0.39,0.29,0.29,0.98,0.78,0.98,0.49,0.39,1.46,0.0,0.29,0.2,0.68,0.1,0.78,0.39,1.07,1.76,0.68,0.39,0.0,0.39,1.66,0.29,0.2,0.59,0.88,0.39,0.49,3.81,0.49,0.2,female
1.34,0.57,0.0,0.96,1.72,0.0,0.96,0.57,0.57,1.72,0.19,0.76,0.38,0.76,0.19,1.15,0.19,2.29,0.38,0.38,0.38,0.96,0.19,0.57,0.57,0.38,2.29,0.19,1.15,0.57,0.38,0.38,0.57,0.0,0.0,1.15,0.57,0.76,0.19,3.44,2.1,0.19,0.57,1.34,0.57,0.96,0.96,5.93,0.0,0.0,female
3.33,1.03,0.13,0.51,1.92,0.13,1.28,0.64,0.77,2.05,0.26,0.38,0.38,0.77,0.64,0.26,0.26,3.33,0.0,1.03,0.13,0.9,0.0,0.13,0.64,0.26,0.77,0.64,0.26,2.05,0.13,0.38,1.28,0.13,0.38,3.08,0.77,0.64,0.13,2.56,2.05,0.0,0.13,0.38,1.92,0.77,1.03,4.87,0.51,0.26,male
2.18,0.84,0.17,1.01,1.17,0.34,1.01,0.5,0.17,1.68,0.34,0.17,0.0,2.35,0.84,0.5,0.0,4.36,0.0,0.0,0.17,0.17,0.34,0.5,1.51,0.0,2.68,1.01,0.34,0.0,0.17,0.17,0.34,0.17,0.0,1.17,1.51,0.34,0.17,2.01,2.18,0.5,0.67,0.67,2.01,0.67,0.5,4.86,1.84,0.67,female
2.31,0.41,0.25,0.82,0.74,0.49,0.33,0.16,0.33,0.74,0.41,0.58,0.33,1.15,0.0,0.33,0.16,1.4,0.08,0.58,0.49,0.66,0.16,0.33,0.33,0.25,0.99,1.32,0.66,0.25,0.91,0.41,0.66,0.41,0.82,2.31,0.66,0.16,0.82,0.25,1.65,0.58,0.41,0.66,1.98,0.25,0.99,4.37,0.08,0.25,female
3.11,0.13,0.0,0.65,0.39,0.52,0.78,0.91,0.13,2.33,0.13,0.0,0.26,1.42,0.26,0.26,0.13,1.42,0.78,0.0,0.39,0.91,0.13,0.39,0.0,0.0,0.52,0.13,0.13,0.13,0.13,0.13,0.65,1.3,0.0,2.59,1.17,0.0,0.0,0.0,2.85,0.0,0.13,0.39,1.81,0.0,0.13,5.83,0.0,0.39,male
2.58,0.43,0.21,2.15,1.29,0.64,0.86,1.07,0.43,1.5,0.43,0.0,0.64,0.21,0.0,0.64,0.43,3.0,1.72,0.21,0.86,0.0,0.0,0.0,0.43,0.0,1.29,0.21,0.64,0.21,0.64,0.21,0.43,0.64,0.0,1.5,0.64,0.0,0.21,0.86,2.79,0.0,0.86,0.86,0.21,0.0,0.21,4.94,0.0,0.43,female
1.36,0.23,0.45,1.13,0.68,0.0,1.58,0.45,0.23,1.58,0.23,0.0,0.23,0.45,0.68,0.23,0.68,4.07,1.36,0.0,1.36,0.23,0.0,1.13,0.23,0.0,0.9,0.0,1.13,0.45,0.0,0.23,0.68,0.23,0.0,1.81,0.45,0.23,0.0,0.45,3.17,0.0,0.23,1.36,0.23,0.0,0.0,5.43,0.23,1.58,female
4.09,0.44,0.11,0.88,0.77,0.55,1.55,0.66,0.22,2.21,0.33,0.22,0.55,0.33,0.0,0.0,0.33,3.65,0.33,0.0,1.44,0.55,0.33,0.99,0.0,0.44,1.77,0.55,0.44,0.0,0.88,0.11,0.88,0.44,1.55,2.43,0.33,0.33,0.0,0.0,3.31,0.11,0.11,0.33,1.33,0.55,0.11,4.31,0.0,0.0,male
2.67,0.1,0.1,0.79,0.69,0.49,0.69,0.0,0.59,2.47,0.0,0.1,0.59,1.09,0.1,0.2,0.79,1.68,0.69,0.0,0.69,1.09,0.0,0.2,0.0,0.69,0.99,0.39,0.39,0.2,0.69,0.0,0.69,0.39,0.89,1.09,0.59,0.0,0.0,0.2,2.57,1.38,0.2,0.49,1.88,0.0,0.0,5.33,0.0,0.2,male
2.82,0.12,0.24,0.71,1.18,0.24,1.53,0.24,0.24,2.35,0.24,0.12,0.59,0.94,0.59,0.47,0.0,2.24,0.0,0.12,0.24,1.18,0.47,0.71,0.0,0.59,1.18,0.35,0.82,0.35,0.35,0.24,0.94,0.35,0.12,2.82,0.35,0.12,0.12,0.47,3.53,0.0,0.24,0.35,1.65,0.35,0.35,6.59,0.12,0.0,male
2.42,0.13,0.27,1.75,1.08,0.4,0.27,0.13,0.4,1.75,0.0,0.27,0.67,1.21,0.13,0.4,0.4,3.63,0.94,0.0,0.94,0.0,0.0,1.21,0.67,0.13,1.61,0.0,0.54,0.13,0.94,0.0,1.48,0.54,0.0,1.75,0.67,0.27,0.13,0.94,2.28,0.27,0.4,1.08,0.81,0.27,0.0,6.05,0.0,0.13,female
1.54,0.0,1.03,1.54,2.56,0.51,1.03,1.03,0.51,1.03,0.0,0.0,0.51,0.51,0.0,0.51,0.0,1.03,1.03,0.51,1.03,0.0,0.51,1.03,0.0,0.0,0.51,0.0,1.03,0.0,0.51,0.0,2.05,0.51,0.0,2.05,1.54,0.0,0.0,1.03,4.1,0.0,0.51,2.05,2.05,0.51,1.54,7.69,0.51,0.51,male
1.63,0.16,0.0,1.14,0.49,0.33,0.65,0.49,0.16,2.93,0.49,0.0,0.33,0.65,1.47,0.0,0.33,2.28,0.16,0.0,0.49,0.0,0.49,1.3,0.81,0.16,1.63,0.0,0.98,0.81,0.16,0.16,0.33,0.33,0.33,2.28,0.81,0.33,0.0,0.81,2.12,0.16,0.65,0.65,0.81,0.33,0.49,5.05,0.0,0.65,female
2.75,0.35,0.27,1.24,1.6,0.18,0.0,0.53,0.62,1.24,0.27,0.8,0.27,1.51,0.18,0.18,0.18,2.39,0.09,0.89,0.27,0.89,0.18,0.35,0.53,0.09,1.6,0.44,0.35,0.35,0.35,0.09,0.71,0.27,0.62,2.57,0.98,0.18,0.53,0.09,1.51,0.27,0.27,0.09,1.6,0.35,0.98,3.99,0.0,0.27,female
3.72,0.26,0.0,1.79,0.38,0.38,0.51,0.0,0.77,1.79,0.0,0.0,0.64,1.67,0.13,0.13,0.13,2.56,0.77,0.13,0.38,0.64,0.13,0.51,0.13,0.26,0.13,0.64,0.77,0.0,0.26,0.26,1.28,1.03,0.0,1.92,0.38,0.0,0.26,0.51,1.92,0.13,0.38,0.64,0.51,0.26,0.13,5.0,0.0,0.38,female
2.64,0.18,1.18,1.18,1.73,0.64,0.64,0.64,0.73,1.82,0.55,0.0,0.64,1.0,0.18,0.55,0.0,2.73,0.36,1.36,0.18,0.09,0.45,1.18,0.18,0.0,0.82,0.0,0.27,0.09,0.36,0.36,0.64,0.27,0.0,2.27,0.91,0.18,0.0,0.0,1.46,0.36,2.18,0.55,0.18,0.27,0.27,5.82,0.0,0.64,female
2.85,0.65,0.65,0.73,2.28,0.16,0.82,1.22,0.41,1.63,0.16,0.16,0.16,1.22,0.82,0.24,0.41,1.88,0.24,0.98,0.49,1.96,0.16,0.65,0.41,0.73,2.04,0.08,0.57,0.41,0.33,0.57,0.57,0.24,0.57,2.53,1.47,0.33,0.24,1.47,1.88,0.33,0.33,0.65,1.22,0.57,0.41,5.38,0.33,0.24,male
2.72,0.29,0.22,0.66,1.84,0.37,0.66,0.15,0.88,2.06,0.29,0.59,0.37,0.66,0.52,0.44,0.52,2.8,0.15,1.4,0.29,1.25,0.29,0.22,0.29,0.81,0.66,0.37,0.07,0.22,0.37,0.29,0.81,0.15,0.96,2.28,1.25,0.44,0.15,4.42,2.14,0.29,0.52,0.52,1.03,1.1,0.44,4.05,1.33,0.52,male
