% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	just	NUMERIC
@ATTRIBUTE	over	NUMERIC
@ATTRIBUTE	years	NUMERIC
@ATTRIBUTE	its	NUMERIC
@ATTRIBUTE	how	NUMERIC
@ATTRIBUTE	had	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	then	NUMERIC
@ATTRIBUTE	them	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	get	NUMERIC
@ATTRIBUTE	breast	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	now	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	did	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	where	NUMERIC
@ATTRIBUTE	because	NUMERIC
@ATTRIBUTE	says	NUMERIC
@ATTRIBUTE	people	NUMERIC
@ATTRIBUTE	some	NUMERIC
@ATTRIBUTE	back	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	year	NUMERIC
@ATTRIBUTE	our	NUMERIC
@ATTRIBUTE	really	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	said	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	re	NUMERIC
@ATTRIBUTE	new	NUMERIC
@ATTRIBUTE	she	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	after	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	her	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	first	NUMERIC
@ATTRIBUTE	cancer	NUMERIC
@ATTRIBUTE	into	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	your	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	would	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	two	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	their	NUMERIC
@ATTRIBUTE	much	NUMERIC
@ATTRIBUTE	music	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	than	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	me	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	will	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	were	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	ve	NUMERIC
@ATTRIBUTE	do	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	good	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	if	NUMERIC
@ATTRIBUTE	no	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	also	NUMERIC
@ATTRIBUTE	other	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	many	NUMERIC
@ATTRIBUTE	m	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	time	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
0.42,0.36,0.21,0.05,0.0,0.31,0.26,4.36,0.16,0.05,0.42,0.05,0.1,0.0,0.68,0.42,0.26,0.57,0.05,0.52,0.1,0.26,0.0,0.83,0.36,0.16,0.52,0.05,0.31,0.05,0.68,0.0,0.62,0.52,0.31,0.0,1.04,0.99,0.0,0.26,0.57,0.62,0.0,1.97,1.71,0.36,0.0,0.0,0.16,0.21,0.21,0.36,0.16,1.04,0.0,0.73,0.52,0.1,0.31,0.47,0.31,2.13,0.57,1.09,0.05,0.1,0.36,1.51,0.21,0.47,0.42,0.21,0.42,3.27,0.78,0.42,0.99,2.08,0.52,0.31,0.21,0.68,0.94,1.66,0.21,0.0,0.21,0.0,0.16,0.05,1.09,0.47,0.47,2.34,2.7,0.21,0.62,0.57,0.62,3.53,male
0.23,0.23,0.0,0.45,0.23,0.0,0.45,2.71,0.23,0.45,0.0,0.68,0.45,0.0,0.68,1.13,0.0,0.0,0.45,0.9,0.45,0.23,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.9,0.68,0.0,0.0,0.23,0.9,1.58,0.23,0.0,1.58,0.0,0.0,1.58,1.13,0.0,0.23,0.0,0.45,0.45,0.0,0.23,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,2.49,1.13,0.23,0.23,1.13,0.68,0.45,0.23,0.68,0.23,0.0,0.23,2.26,0.0,0.23,1.36,0.0,0.0,0.45,0.45,0.68,0.23,4.07,1.13,0.0,0.23,0.23,0.0,0.0,0.9,0.23,0.0,1.36,0.45,0.0,0.23,0.0,0.45,4.75,male
0.17,0.12,0.12,0.0,0.06,0.06,0.17,2.86,0.58,0.06,0.0,0.35,0.12,0.0,0.17,0.35,0.06,0.0,0.06,0.12,0.0,0.06,0.0,0.35,0.29,0.0,0.41,0.06,0.06,0.12,0.41,0.7,1.34,0.06,0.17,0.06,0.7,0.29,0.29,0.41,1.52,0.35,0.06,3.21,1.05,0.06,0.23,0.0,0.06,0.23,0.0,0.06,1.11,0.12,0.12,0.52,0.06,0.06,0.0,0.41,0.35,1.05,0.41,0.35,0.12,0.82,0.06,0.64,0.12,0.82,0.06,0.12,0.0,1.69,0.0,0.12,1.17,0.76,0.29,0.87,0.06,0.29,0.52,1.4,0.35,0.41,0.17,0.23,0.12,0.06,0.06,0.23,0.0,2.39,0.29,0.12,0.0,0.35,0.12,8.92,male
0.24,0.24,0.24,0.0,0.0,0.12,0.0,2.44,1.46,0.0,0.0,0.49,0.0,0.0,0.12,0.73,0.37,0.0,0.12,0.0,0.0,0.24,0.0,0.0,0.24,0.12,0.24,0.24,0.0,0.0,0.37,0.12,0.85,0.0,0.12,0.0,0.37,0.0,0.24,0.85,0.73,0.24,0.12,1.34,0.97,0.37,0.12,0.12,0.12,0.24,0.0,0.49,0.0,0.24,0.12,0.85,0.0,0.0,0.0,1.22,0.24,1.95,0.49,0.61,0.12,0.37,0.12,1.1,0.12,0.12,0.12,0.24,0.12,3.05,0.0,0.12,1.34,0.73,0.24,0.37,0.0,0.37,0.85,3.05,0.0,0.49,0.24,0.12,0.24,0.24,0.0,0.0,0.37,2.92,0.0,0.12,0.0,0.49,0.12,4.51,male
0.0,0.0,0.5,0.25,0.25,0.0,0.0,3.71,1.24,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.5,0.0,0.0,1.49,0.0,0.25,0.0,0.25,1.24,0.0,0.25,0.5,0.0,0.99,0.74,0.25,0.0,0.99,0.74,0.0,0.0,1.24,0.0,0.0,2.48,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.74,0.0,0.0,0.0,0.5,0.0,0.0,1.24,0.99,0.0,1.49,0.74,0.25,0.0,0.99,1.49,0.74,0.0,0.0,0.25,2.48,0.0,0.5,1.73,0.0,0.0,0.99,0.74,0.5,0.74,3.22,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.0,0.0,1.73,0.0,0.5,0.0,0.0,0.25,4.7,female
0.77,0.26,0.38,0.26,0.0,0.0,0.51,2.42,0.13,0.0,0.51,0.64,0.38,0.0,0.64,0.0,0.0,0.0,0.26,0.51,0.13,0.0,0.77,0.0,0.13,0.26,0.13,0.0,0.0,0.0,0.0,0.26,2.3,0.26,0.0,0.13,0.0,0.0,0.51,0.51,1.02,0.0,0.38,1.28,1.15,0.0,0.26,0.0,0.0,0.26,0.13,0.13,0.26,0.0,0.13,0.13,0.38,0.0,0.0,1.15,0.0,1.28,0.13,0.38,0.13,1.4,1.15,0.38,0.38,0.38,0.38,0.26,1.4,3.32,0.0,0.26,0.13,0.26,0.38,0.26,0.13,0.13,0.26,2.55,0.13,0.13,0.64,0.26,0.13,0.0,0.51,0.13,0.64,3.83,3.32,0.0,0.0,0.26,0.38,3.32,male
0.37,0.65,0.65,0.28,0.0,0.46,0.65,4.52,0.28,0.09,0.28,0.28,0.28,0.0,0.55,0.18,0.09,0.37,0.46,0.09,0.18,0.09,0.0,0.0,0.46,0.18,0.46,0.09,0.09,0.65,0.28,0.09,0.37,0.09,0.46,0.18,0.83,1.01,0.18,0.46,1.29,0.46,0.55,1.38,1.94,0.83,0.18,0.0,0.18,0.0,0.0,0.74,0.55,0.18,0.0,0.37,0.09,0.46,0.55,1.11,0.46,1.01,0.55,0.83,0.09,0.09,0.55,0.18,0.18,0.0,0.18,0.28,0.28,2.76,0.0,0.28,0.74,2.76,0.55,0.37,0.09,0.46,0.55,0.65,0.09,0.09,0.28,0.09,0.0,0.18,0.83,0.18,0.18,1.66,2.4,0.18,0.46,0.83,0.18,4.98,male
0.33,0.22,0.44,0.0,0.22,0.33,0.44,3.07,0.33,0.11,0.0,0.33,0.11,0.0,0.22,1.21,0.11,0.0,0.0,0.55,0.0,0.11,0.11,0.11,0.22,0.11,0.33,0.11,0.44,0.0,0.77,0.33,0.66,0.0,0.11,0.0,0.55,0.33,0.0,0.0,0.88,1.43,0.0,2.41,0.99,0.33,0.11,0.0,0.33,0.33,0.0,0.55,0.33,0.11,0.11,0.11,0.0,0.11,0.0,1.75,0.55,2.74,0.44,0.77,0.22,1.97,0.44,0.66,0.22,0.0,0.22,0.22,0.44,1.32,0.11,0.11,0.99,0.77,0.11,0.55,0.0,1.54,0.44,1.75,0.33,0.66,0.0,0.33,0.0,0.22,0.22,0.66,0.11,2.19,1.1,0.22,0.0,0.0,0.33,5.59,female
0.76,0.0,0.0,0.0,0.0,0.0,0.25,3.3,0.25,0.0,0.0,0.51,0.0,0.0,0.76,0.76,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.25,0.0,1.02,0.25,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.76,0.0,0.0,0.76,0.51,0.0,0.0,3.3,0.25,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.51,0.0,0.25,0.76,0.0,0.0,0.0,0.25,1.52,0.76,0.25,0.0,0.0,0.76,0.76,0.0,0.25,0.0,0.0,0.51,1.78,0.0,0.25,1.27,0.76,0.0,0.76,0.0,0.25,1.02,1.27,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.51,0.76,2.28,1.02,0.51,0.0,0.25,0.0,7.11,female
0.49,0.0,0.0,0.16,0.49,0.16,0.33,3.43,0.33,0.0,0.0,0.16,0.0,0.16,0.0,0.82,0.0,0.0,0.16,0.0,0.0,0.33,0.0,1.14,0.33,0.0,0.98,0.16,0.0,0.0,0.0,0.33,0.82,0.0,0.0,0.33,0.98,0.16,0.0,0.49,0.33,0.33,0.33,1.96,1.96,0.82,0.0,0.16,0.16,0.16,0.49,0.65,0.16,0.33,0.0,0.0,0.49,0.0,0.0,0.65,0.16,2.12,0.82,1.14,0.16,0.65,0.33,0.65,0.0,0.33,0.49,0.0,0.33,2.78,0.0,0.0,1.31,0.98,0.16,0.65,0.0,0.0,0.49,1.31,0.49,0.33,0.0,0.16,0.0,0.33,0.49,0.0,0.33,1.96,1.31,0.49,0.0,0.0,0.0,6.21,female
0.93,0.23,0.12,0.46,0.23,0.23,0.23,3.02,0.35,0.12,0.0,0.12,0.0,1.62,0.35,0.81,0.0,0.35,0.0,0.0,0.0,0.23,0.0,0.46,0.12,0.0,1.16,0.0,0.0,0.12,0.12,0.0,1.04,0.0,0.12,0.0,0.81,0.23,0.0,0.35,1.28,0.0,0.23,2.9,1.16,0.12,0.12,1.62,0.12,0.12,0.0,0.23,0.35,0.81,0.46,0.0,0.46,0.12,0.0,0.12,0.46,0.7,0.58,0.81,0.0,0.0,0.12,0.23,0.12,0.81,0.23,0.0,0.12,3.25,0.0,0.23,1.97,0.12,0.35,0.81,0.12,0.81,0.23,1.97,0.23,0.23,0.23,0.0,0.12,0.93,0.35,0.12,0.35,1.39,1.04,0.0,0.0,0.35,0.12,6.03,female
1.12,0.14,0.21,0.28,0.14,0.56,0.21,2.81,0.28,0.21,0.35,0.14,0.28,0.0,0.21,0.14,0.35,0.14,0.35,0.14,0.28,0.07,0.0,0.07,0.14,0.35,0.49,0.0,0.14,0.42,0.63,0.0,1.47,0.0,0.35,0.0,0.84,0.56,0.14,0.63,1.33,0.35,0.0,2.39,0.56,0.14,0.42,0.0,0.14,0.35,0.42,0.84,0.7,0.35,0.07,0.21,0.28,0.0,0.84,1.26,0.42,1.05,0.28,0.7,0.14,0.07,0.7,0.28,0.49,0.21,0.0,0.28,0.28,2.39,0.07,0.14,0.63,1.69,0.0,0.63,0.14,0.42,0.7,1.4,0.14,0.14,0.21,0.28,0.21,0.49,0.91,0.35,0.21,1.83,1.26,0.35,0.14,0.63,0.49,5.97,male
0.34,1.72,0.0,0.0,0.0,0.34,0.0,3.09,0.69,0.0,0.34,0.0,0.34,0.0,0.34,0.34,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,1.37,0.0,0.69,0.0,1.37,0.0,0.0,0.0,0.34,1.03,0.34,0.34,1.72,0.0,0.0,3.78,0.34,0.69,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.34,0.69,0.69,0.0,0.0,0.0,1.37,0.34,0.69,0.0,0.0,0.34,0.34,0.0,0.0,0.69,0.34,0.0,2.06,0.0,0.69,2.06,0.69,0.34,2.06,0.34,0.34,0.0,2.06,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.34,1.72,0.69,0.0,0.34,0.34,0.0,5.84,female
0.0,0.84,0.0,0.0,0.84,0.0,0.0,3.36,0.0,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,1.68,0.0,0.0,2.52,1.68,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.84,0.0,0.0,0.0,0.84,0.0,0.0,0.84,0.84,0.0,0.0,5.04,0.0,0.0,1.68,0.84,0.0,0.84,0.84,0.0,0.84,0.84,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0.84,0.0,0.84,0.0,0.0,0.0,0.0,1.68,female
0.16,0.65,0.16,0.0,0.0,0.0,0.0,2.61,0.33,0.33,0.49,0.0,0.16,0.0,1.63,0.16,0.0,0.16,0.0,0.33,0.0,0.16,2.28,0.49,0.16,0.0,0.65,0.16,0.16,0.33,0.16,0.0,1.14,0.49,0.0,0.0,0.49,0.82,0.0,0.0,0.16,0.49,0.0,1.63,1.47,0.49,0.33,0.0,0.16,0.0,0.0,0.82,0.0,0.49,0.0,0.98,0.49,0.16,0.0,0.0,0.16,0.49,0.65,0.49,0.0,1.14,0.0,0.16,0.65,0.16,1.31,0.0,0.16,2.12,0.33,0.33,1.47,2.12,0.0,0.98,0.65,0.0,0.65,3.43,0.33,0.49,0.33,0.16,0.0,0.0,0.0,0.16,0.0,2.45,0.0,0.16,0.0,0.82,0.0,4.89,female
0.27,0.27,0.53,0.13,0.0,0.8,0.13,2.53,0.4,0.0,0.13,0.27,0.27,0.0,0.13,0.4,0.4,0.4,0.4,0.13,0.27,0.8,0.0,0.27,0.0,0.0,0.8,0.13,0.27,0.8,0.67,0.0,1.73,0.13,0.13,0.0,0.13,0.13,0.0,0.27,0.53,0.93,0.0,1.87,1.47,0.27,0.67,0.0,0.13,0.13,0.67,0.27,0.13,0.4,0.13,0.13,0.0,0.4,1.47,0.8,0.67,1.07,0.53,0.27,0.27,0.0,0.27,0.8,0.4,0.0,0.27,0.0,0.67,1.47,0.0,0.8,1.2,1.87,0.0,0.13,0.4,1.07,0.67,1.6,0.27,0.0,0.27,0.0,0.27,0.4,2.53,0.13,0.0,2.8,2.67,0.27,0.0,0.53,0.13,4.67,male
0.36,0.49,0.24,0.0,0.12,0.36,0.12,2.55,0.49,0.0,0.73,0.0,0.0,0.0,0.61,0.49,0.0,0.0,0.12,0.73,0.49,0.12,0.12,0.49,0.49,0.0,1.21,0.0,0.36,0.0,0.24,0.0,0.61,0.0,0.0,0.0,1.09,0.36,0.0,0.49,0.61,0.24,0.0,1.94,1.46,1.09,0.0,0.0,0.24,0.24,0.0,0.61,0.36,0.36,0.24,0.24,0.73,0.0,0.0,0.49,0.73,1.82,0.61,0.97,0.36,0.0,0.0,0.0,0.12,0.0,0.24,0.12,0.12,2.55,0.0,0.12,0.97,1.82,0.49,0.73,0.0,0.85,0.73,2.06,0.24,0.61,0.24,0.24,0.12,0.0,0.12,0.36,0.12,2.91,0.49,0.61,0.0,0.36,0.36,3.76,female
0.57,0.0,0.0,0.14,0.29,0.0,0.29,3.01,0.72,0.14,0.0,0.14,0.14,0.0,0.43,1.43,0.0,0.0,0.0,0.29,0.43,0.14,0.14,0.43,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.29,0.86,0.0,0.72,0.0,0.57,0.29,0.14,0.43,0.57,0.14,0.0,2.44,1.87,0.29,0.14,0.0,0.0,0.0,0.43,0.43,0.72,0.14,0.0,0.0,0.29,0.0,0.14,0.86,0.14,2.15,0.14,0.43,0.14,0.29,0.29,1.43,0.57,0.57,0.0,0.57,0.57,1.87,0.0,0.29,1.58,0.0,0.43,0.72,0.14,0.0,0.14,2.3,0.57,0.14,0.43,0.14,0.0,0.0,0.72,0.14,0.86,2.01,1.58,0.0,0.0,0.0,0.14,7.03,male
0.0,0.37,0.0,0.0,0.0,1.12,0.0,2.23,0.37,0.37,0.0,1.86,0.37,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.37,0.0,1.12,0.37,0.37,0.0,0.0,0.0,0.0,0.37,0.74,0.37,0.37,4.09,0.74,0.0,0.74,0.0,0.37,0.0,0.0,0.74,0.0,0.37,0.0,0.0,0.37,0.0,0.0,0.37,0.0,1.12,0.37,0.74,0.0,0.0,0.37,0.74,0.74,0.74,0.0,0.0,0.37,2.23,0.0,0.0,1.86,2.23,0.37,0.74,0.37,2.23,0.74,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,4.83,0.37,0.0,0.0,0.0,0.0,7.43,male
0.54,0.27,0.0,0.27,0.0,0.27,0.13,3.1,0.4,0.13,0.0,0.27,0.0,0.0,0.4,0.67,0.0,0.0,0.54,0.0,0.13,0.27,0.13,0.13,0.0,0.0,0.94,0.54,0.27,0.13,0.4,0.13,1.62,0.13,0.67,0.0,1.88,0.67,0.13,0.27,0.67,0.0,0.0,1.62,0.13,0.27,0.0,1.35,0.0,0.0,0.0,0.27,0.67,0.4,0.0,0.0,0.67,0.27,0.0,0.13,0.4,2.83,0.81,0.94,0.13,0.27,0.0,1.21,0.13,0.13,0.94,0.0,0.54,2.15,0.0,0.0,2.83,1.35,0.54,0.54,0.27,0.4,0.67,0.67,0.54,0.0,0.4,0.27,0.13,0.27,0.0,0.0,0.13,2.02,1.35,0.13,0.0,0.13,0.4,3.5,female
0.84,0.24,0.0,0.0,0.24,0.12,0.48,2.88,0.72,0.0,0.0,0.0,0.12,0.48,0.12,0.12,0.12,0.24,0.24,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.48,0.12,0.24,0.0,0.12,0.0,0.72,0.0,0.12,0.48,0.36,0.48,0.36,0.6,1.2,0.6,1.92,3.48,0.96,1.08,0.12,1.32,0.12,0.48,0.24,0.24,0.12,0.0,0.12,0.48,0.12,0.0,0.0,0.6,0.0,0.36,0.12,1.44,0.0,0.0,0.24,0.24,0.12,0.12,0.12,0.6,0.36,4.08,0.0,0.24,1.08,0.84,0.48,0.48,0.12,0.6,0.24,0.96,0.24,0.12,0.0,0.12,0.24,1.08,0.36,0.24,0.24,2.28,1.2,0.0,0.0,0.12,0.0,3.84,female
0.17,0.08,0.17,0.0,0.0,0.0,0.25,2.09,0.08,0.25,0.5,0.5,0.17,0.08,0.08,0.33,0.17,0.17,0.0,0.67,0.0,0.25,0.0,0.17,0.0,0.08,0.08,0.25,0.08,0.08,0.25,0.17,1.0,0.08,0.33,0.25,0.33,0.33,0.0,0.25,0.5,0.58,0.25,2.01,1.59,0.08,0.0,0.0,0.08,0.33,0.08,0.25,0.08,0.08,0.17,0.25,0.58,0.0,0.0,0.42,0.17,1.17,0.5,0.92,0.25,0.08,0.0,0.5,0.42,0.25,0.08,0.33,0.0,2.51,0.08,0.08,0.58,0.5,0.17,0.67,0.0,0.25,0.58,2.09,0.33,0.0,0.25,0.08,0.17,0.0,0.42,0.5,0.58,2.42,0.17,0.0,0.0,0.17,0.17,5.43,female
0.31,0.18,0.18,0.06,0.12,0.31,0.18,2.52,0.43,0.18,0.0,0.12,0.25,0.0,0.43,0.06,0.25,0.18,0.18,0.18,0.31,0.06,0.06,0.37,0.43,0.31,0.8,0.37,0.37,0.98,0.55,0.06,0.74,0.49,0.18,0.0,0.55,1.54,0.12,0.12,1.17,0.18,0.0,2.03,1.23,0.12,0.06,0.0,0.25,0.31,0.12,0.37,0.06,0.49,0.12,0.12,0.18,0.25,1.04,0.8,0.74,1.04,0.68,0.74,0.49,0.12,0.06,0.31,0.68,0.18,0.06,0.06,0.43,2.83,0.55,0.12,1.11,1.6,0.31,0.8,0.61,0.68,0.61,1.91,0.12,0.12,0.12,0.49,0.12,0.43,0.25,0.31,0.25,2.95,1.78,0.31,0.18,0.61,0.49,4.61,male
1.02,0.38,0.38,0.26,0.26,0.13,0.13,2.94,0.26,0.13,0.26,0.0,0.26,0.0,1.4,0.0,0.13,0.0,0.0,0.26,0.26,0.13,0.0,0.38,0.77,0.51,0.51,0.26,0.51,0.13,0.13,0.0,1.15,0.0,0.13,0.0,0.64,1.15,0.13,0.38,0.38,0.0,0.0,2.81,0.64,0.64,0.13,0.0,0.13,0.26,0.0,0.89,0.13,0.0,0.13,0.64,0.38,0.13,0.0,0.13,0.13,0.89,0.77,1.15,0.0,0.0,0.0,0.38,0.13,0.38,0.26,0.38,0.0,3.83,0.51,0.13,0.38,1.15,0.26,0.89,0.13,0.13,0.51,1.79,0.13,0.0,0.0,0.64,0.26,0.0,0.13,0.13,0.0,3.32,0.0,0.0,0.0,0.26,0.0,6.26,female
0.33,0.11,0.33,0.0,0.22,0.45,0.33,4.12,0.11,0.11,0.11,0.22,0.11,0.33,0.56,0.45,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.22,0.0,1.89,0.33,0.0,0.0,0.22,0.22,0.78,0.0,0.11,0.0,0.56,0.33,0.0,0.45,0.78,0.45,0.0,2.9,0.33,0.67,0.0,1.89,0.33,0.11,0.0,0.11,0.11,0.45,0.0,0.11,0.56,0.11,0.0,0.22,0.56,0.45,0.67,0.33,0.0,0.45,0.0,0.22,0.45,0.22,0.22,0.0,0.22,3.45,0.0,0.22,2.12,1.78,0.22,0.89,0.0,0.45,0.89,0.56,0.11,0.0,0.22,0.11,0.11,0.11,0.56,0.0,0.67,1.67,0.45,0.22,0.0,0.11,0.11,6.01,female
0.0,0.26,0.0,0.0,0.0,0.0,0.0,3.42,0.26,0.0,0.0,0.0,0.53,0.0,0.0,0.53,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.26,1.05,0.26,0.26,0.0,1.58,0.0,0.53,0.0,0.79,0.0,0.0,0.0,0.26,1.32,0.0,0.79,0.53,0.26,0.0,3.16,0.26,0.0,0.26,0.0,0.79,0.79,0.26,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.79,0.0,0.53,0.0,0.0,0.0,0.53,0.79,0.53,0.26,0.0,0.0,2.63,0.26,0.0,0.53,0.0,0.0,0.53,0.0,0.79,0.26,1.32,0.26,0.0,0.0,0.0,0.0,0.53,1.58,0.0,1.05,1.32,0.0,0.26,0.26,0.0,0.0,3.68,female
0.33,0.16,0.0,0.16,0.65,0.33,0.0,3.1,0.65,0.16,0.16,1.14,0.0,0.0,0.49,0.65,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.49,0.33,0.16,1.31,0.0,0.33,0.0,0.0,0.0,0.98,0.0,0.0,0.16,0.49,0.65,0.16,0.33,0.16,0.49,0.0,2.45,0.49,0.98,0.49,0.82,0.0,0.0,0.16,0.16,0.33,0.65,0.0,0.16,0.33,0.0,0.0,0.49,0.16,1.63,0.33,0.82,0.16,0.49,0.33,0.65,0.0,0.16,0.16,0.0,0.49,1.63,0.0,0.0,3.43,0.98,0.16,0.49,0.33,0.49,0.65,2.94,0.16,0.16,0.16,0.0,0.0,0.33,0.16,0.0,0.33,1.63,0.82,0.16,0.0,0.33,0.0,6.37,female
0.3,0.15,0.0,0.45,0.0,0.0,0.0,2.99,0.3,0.3,0.0,0.15,1.05,0.0,0.9,0.45,0.45,0.0,0.15,0.6,0.6,0.0,1.05,1.2,0.15,0.0,0.9,0.0,0.15,0.0,0.3,0.0,0.45,0.15,0.3,0.0,0.45,0.15,0.15,0.45,0.6,0.15,0.0,3.89,1.49,0.0,0.0,0.0,0.15,0.6,0.0,0.6,0.0,0.6,0.0,0.3,0.15,0.15,0.0,0.3,0.3,1.49,1.05,0.45,0.45,0.6,0.15,0.15,0.45,0.0,0.6,0.0,0.15,1.35,0.3,0.0,1.05,1.2,0.0,0.3,0.15,0.3,0.6,3.14,0.9,0.0,0.6,0.0,0.15,0.3,1.64,0.45,0.15,2.09,1.49,0.3,0.0,0.15,0.0,5.23,female
0.19,0.0,0.19,0.0,0.19,0.0,0.38,2.26,0.56,0.0,0.0,0.38,0.19,0.0,0.19,0.19,0.0,0.19,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.75,0.0,0.0,0.0,0.56,0.0,0.19,0.0,1.13,0.75,0.19,0.19,0.94,0.0,0.19,1.88,1.5,0.38,0.19,0.0,0.0,0.0,0.0,0.38,0.75,0.0,0.0,0.38,0.56,0.0,0.0,0.0,0.38,1.69,0.75,0.56,0.19,0.38,0.19,0.75,0.0,0.56,0.19,0.0,0.38,1.5,0.0,0.0,1.13,0.19,0.75,1.32,0.19,0.19,0.94,3.38,0.38,0.0,0.75,0.19,0.19,0.19,0.19,0.0,0.56,2.82,0.75,0.38,0.0,0.0,0.19,4.14,female
